iter	MultiClass
289	0.5932893016
290	0.5916511926
291	0.5877066167
292	0.5852245244
293	0.5834656966
294	0.5800809718
295	0.577582987
296	0.5749834517
297	0.5735607295
298	0.5716016124
299	0.5698860747
300	0.5664432962
301	0.5647498328
302	0.5626430624
303	0.5614918519
304	0.5582393462
305	0.5550259956
306	0.5533294784
307	0.5498228003
308	0.5480729587
309	0.5445039427
310	0.5441482542
311	0.5428078049
312	0.5409398408
313	0.5383537119
314	0.534764289
315	0.5322788612
316	0.5311777468
317	0.5285791707
318	0.5267580469
319	0.5241147042
320	0.5233373737
321	0.521056944
322	0.5194462664
323	0.5183486917
324	0.5167578423
325	0.5143855834
326	0.5123097639
327	0.5096844807
328	0.5078734924
329	0.5059424006
330	0.5042509268
331	0.5023522186
332	0.4995906784
333	0.4965620072
334	0.494399985
335	0.492689617
336	0.4910665292
337	0.4881024916
338	0.4866963547
339	0.4837507552
340	0.4815099697
341	0.4791415129
342	0.4764478792
343	0.4751044833
344	0.4727931771
345	0.4721415786
346	0.4701887723
347	0.4683443553
348	0.4677147769
349	0.4661852686
350	0.4655599222
351	0.4630401542
352	0.4611815176
353	0.4595155611
354	0.4582997037
355	0.4562747067
356	0.4549726701
357	0.4527663871
358	0.4502429236
359	0.4483793375
360	0.4480396698
361	0.4453592412
362	0.4430232888
363	0.4410093058
364	0.4382674924
365	0.4357880532
366	0.4337288477
367	0.4314973397
368	0.4304033221
369	0.4294646251
370	0.4280328317
371	0.4262530768
372	0.4255333784
373	0.4238178441
374	0.422601533
375	0.4218870614
376	0.4196823987
377	0.4179810295
378	0.4158716108
379	0.4140244439
380	0.4132953615
381	0.4109095409
382	0.409705361
383	0.4083174842
384	0.4064819397
385	0.4051637256
386	0.4032948754
387	0.4024112579
388	0.4000932423
389	0.3987219261
390	0.3972074141
391	0.3955298666
392	0.3938491654
393	0.3933739893
394	0.3922995426
395	0.3899994521
396	0.3886017944
397	0.3867139625
398	0.3862396185
399	0.3851817008
400	0.3837681883
401	0.3819065893
402	0.3805178343
403	0.3792836922
404	0.3772784481
405	0.3760123491
406	0.374752867
407	0.3734615813
408	0.3720448005
409	0.3706325444
410	0.3689753574
411	0.3684415789
412	0.3670600673
413	0.3656882222
414	0.3637731889
415	0.3630844833
416	0.3613722973
417	0.3603195374
418	0.3588332351
419	0.3578122424
420	0.3564811115
421	0.3547740498
422	0.3536958476
423	0.3523565896
424	0.3515280556
425	0.3501034265
426	0.349708245
427	0.3485637247
428	0.3472809455
429	0.3459698158
430	0.3447967596
431	0.34342324
432	0.3422192234
433	0.340597753
434	0.3391690049
435	0.3376336044
436	0.3363367674
437	0.3346915264
438	0.3329982495
439	0.3320214089
440	0.3312538984
441	0.3307206716
442	0.329678
443	0.3284563563
444	0.3274072377
445	0.3264612892
446	0.3258832438
447	0.3248397896
448	0.3236124129
449	0.3229635291
450	0.3216716318
451	0.3203652597
452	0.3190760995
453	0.3179191848
454	0.3171914182
455	0.316693627
456	0.3157579302
457	0.3143225686
458	0.3131300029
459	0.3123692564
460	0.3112171827
461	0.3099975193
462	0.3091224579
463	0.307705488
464	0.3066548978
465	0.3057969565
466	0.3047702085
467	0.3034083456
468	0.3023449797
469	0.3013900229
470	0.3003304086
471	0.2994193561
472	0.2983077436
473	0.2972771158
474	0.2960755909
475	0.2950005529
476	0.2942920587
477	0.2932804481
478	0.2927363415
479	0.2914276647
480	0.2908092686
481	0.2898494073
482	0.2886604174
483	0.2879167566
484	0.287010704
485	0.2859936622
486	0.285185845
487	0.2838133489
488	0.2828433202
489	0.2819126254
490	0.2808959575
491	0.2799199337
492	0.2795525391
493	0.2785116462
494	0.2782574913
495	0.2776757039
496	0.2769017868
497	0.2761377682
498	0.2756828873
499	0.275136119
500	0.2745252779
501	0.2739990359
502	0.2733862167
503	0.2724021716
504	0.2713716707
505	0.2705805848
506	0.2701724523
507	0.2693330992
508	0.2684835234
509	0.2674841662
510	0.2671276422
511	0.2665592926
512	0.2654486711
513	0.2645046414
514	0.2636495985
515	0.2629256791
516	0.2620536242
517	0.2612800688
518	0.2605712776
519	0.2598448734
520	0.2590288879
521	0.2582296755
522	0.2575078735
523	0.2572508176
524	0.2563251445
525	0.2553422569
526	0.2543277179
527	0.2538182389
528	0.2532882128
529	0.2526541504
530	0.2520882964
531	0.2509318843
532	0.2505369941
533	0.2495776519
534	0.2486838086
535	0.2480225576
536	0.2470233639
537	0.2461074406
538	0.245655117
539	0.2451191657
540	0.2441538422
541	0.2435339179
542	0.2426121634
543	0.2416311905
544	0.2406807423
545	0.2402809406
546	0.2395456164
547	0.2387427865
548	0.2379672217
549	0.2373862295
550	0.2364403849
551	0.2353666404
552	0.2347532467
553	0.2339084515
554	0.2332733478
555	0.2328497047
556	0.2320301522
557	0.2314564568
558	0.2313776491
559	0.2306063369
560	0.2301878182
561	0.2292935193
562	0.2285130657
563	0.2280290786
564	0.2271496806
565	0.2264486254
566	0.2257430184
567	0.2251216409
568	0.2246140574
569	0.2244266582
570	0.2236204908
571	0.2232193936
572	0.2226029405
573	0.2221018648
574	0.2218479831
575	0.2210768878
576	0.2206671379
577	0.220003478
578	0.2192433412
579	0.2187005598
580	0.2184928452
581	0.2177502125
582	0.2172945479
583	0.2167469318
584	0.2161555494
585	0.2155445476
586	0.2147958793
587	0.214362562
588	0.2137414349
589	0.212886747
590	0.2124342367
591	0.2116722336
592	0.2110684532
593	0.2103804424
594	0.2099248151
595	0.2092159143
596	0.2086902503
597	0.2080720008
598	0.2073616913
599	0.2065354863
600	0.2058193979
601	0.205165099
602	0.2046046386
603	0.2040197396
604	0.2031489231
605	0.2025278966
606	0.2017560719
607	0.2012086692
608	0.2006000508
609	0.2001511656
610	0.1995945453
611	0.1989023988
612	0.1982271788
613	0.197680571
614	0.1971819604
615	0.1967298327
616	0.1962372083
617	0.1957860058
618	0.1954242094
619	0.1951552807
620	0.1946610599
621	0.1942259612
622	0.1937228007
623	0.1931252776
624	0.1925404789
625	0.1921570989
626	0.1918437771
627	0.1912724388
628	0.1906564048
629	0.190379673
630	0.1901505992
631	0.1895835332
632	0.1891006247
633	0.1886684272
634	0.188191936
635	0.1876040386
636	0.1873143409
637	0.1866911233
638	0.1861258966
639	0.1857135325
640	0.1853560063
641	0.1851832866
642	0.1846612658
643	0.1841106347
644	0.1836960277
645	0.1833028849
646	0.1830556853
647	0.1824820124
648	0.1821996476
649	0.1820072375
650	0.1815240463
651	0.1811504659
652	0.1805420502
653	0.1800514467
654	0.1794896238
655	0.1789362216
656	0.178736895
657	0.1784701755
658	0.1781755446
659	0.1774613209
660	0.176960521
661	0.1764327412
662	0.1761045129
663	0.17559719
664	0.1749415405
665	0.1744922008
666	0.1739489144
667	0.1734107313
668	0.172839068
669	0.172364312
670	0.1719488721
671	0.171671005
672	0.171342981
673	0.1708054595
674	0.1706786021
675	0.1703833961
676	0.1700238153
677	0.1695643583
678	0.1690782649
679	0.168807482
680	0.1686426562
681	0.168306784
682	0.1680408447
683	0.1676814416
684	0.1671711173
685	0.1667346687
686	0.1663611575
687	0.166016365
688	0.16572114
689	0.1654075267
690	0.165152419
691	0.1647317675
692	0.1642179353
693	0.1638140415
694	0.1633238521
695	0.1629891699
696	0.1627394787
697	0.1623849102
698	0.1621426031
699	0.1619033983
700	0.1615444686
701	0.1612642955
702	0.1609586453
703	0.1605510377
704	0.1600643551
705	0.159876483
706	0.1593824821
707	0.1592508921
708	0.1588191245
709	0.158619628
710	0.1582333058
711	0.157887078
712	0.1574800768
713	0.1570593446
714	0.1566378148
715	0.1561914501
716	0.1560390016
717	0.1556865355
718	0.1553912205
719	0.1551173948
720	0.1546149037
721	0.1543426674
722	0.1539098821
723	0.1535449839
724	0.1531417457
725	0.1528110039
726	0.1525056174
727	0.1520700028
728	0.1516620253
729	0.1513525062
730	0.1511391492
731	0.1507831608
732	0.1504294189
733	0.1502852389
734	0.1499843355
735	0.1496401018
736	0.1492990244
737	0.1489662568
738	0.1487917323
739	0.1485002369
740	0.148085189
741	0.1478922716
742	0.1473642117
743	0.1469379744
744	0.1466094459
745	0.1464446879
746	0.1461596933
747	0.1459938723
748	0.1456357561
749	0.1454253276
750	0.1451316521
751	0.1448680738
752	0.1446002187
753	0.1441839496
754	0.1438518594
755	0.1434697608
756	0.1432947757
757	0.1430847571
758	0.1427583543
759	0.1425258458
760	0.1422705938
761	0.1420396652
762	0.1419041967
763	0.1416237839
764	0.1412873242
765	0.1409345218
766	0.1407239725
767	0.1406416149
768	0.1403433682
769	0.1401555209
770	0.1399315809
771	0.1396019432
772	0.1393269105
773	0.1390348947
774	0.138922445
775	0.138565701
776	0.1383469613
777	0.1380855956
778	0.1377343321
779	0.137496012
780	0.1371774647
781	0.136989571
782	0.1366819466
783	0.136331534
784	0.1361233856
785	0.1357870221
786	0.1354558011
787	0.1352376398
788	0.1349168182
789	0.1345043333
790	0.1342286453
791	0.1338963108
792	0.1335561803
793	0.1333042138
794	0.1329457533
795	0.1326605582
796	0.132382696
797	0.1321909012
798	0.1319157058
799	0.1317621101
800	0.1313871269
801	0.1310458119
802	0.1308693693
803	0.1306072004
804	0.1303424251
805	0.1301152068
806	0.1298446797
807	0.1295429295
808	0.1292354124
809	0.1289430143
810	0.1286146225
811	0.1284694116
812	0.1282294367
813	0.1280098586
814	0.1277745214
815	0.1275715829
816	0.1272914754
817	0.1270066126
818	0.1267536401
819	0.1265792879
820	0.126391795
821	0.1260924056
822	0.1258178056
823	0.1256411089
824	0.125533809
825	0.1253102977
826	0.1250421062
827	0.1247946771
828	0.1246229796
829	0.1244108982
830	0.1242550813
831	0.1239832152
832	0.1237129756
833	0.1234788423
834	0.1233323632
835	0.1230894255
836	0.1229066248
837	0.1227011127
838	0.1225332387
839	0.1224441551
840	0.1221663422
841	0.1219871598
842	0.1218179599
843	0.1215182102
844	0.1212739054
845	0.1210038623
846	0.1208879973
847	0.1206240452
848	0.120474469
849	0.1201752758
850	0.1199262659
851	0.1196733828
852	0.1194315687
853	0.1193520289
854	0.1191369647
855	0.1189249405
856	0.1187426331
857	0.1184668822
858	0.1182873668
859	0.1180451414
860	0.1178037314
861	0.1176383978
862	0.1175131319
863	0.1172339827
864	0.1171478121
865	0.1168741858
866	0.1166592707
867	0.1165032892
868	0.1162511989
869	0.1161024777
870	0.1159135128
871	0.1157715009
872	0.1156449461
873	0.1155058365
874	0.1152997658
875	0.1151816298
876	0.1151104449
877	0.1149538343
878	0.1147311097
879	0.1145226913
880	0.1142468967
881	0.1140133931
882	0.1139062024
883	0.1136981056
884	0.113392401
885	0.1131493187
886	0.1129749153
887	0.1126964638
888	0.1124658468
889	0.1123162796
890	0.1121474054
891	0.1120554848
892	0.1120260796
893	0.1118902485
894	0.1117508605
895	0.1116488392
896	0.1114834544
897	0.1112747395
898	0.1110766268
899	0.1108485092
900	0.1107082244
901	0.1105215288
902	0.1103538426
903	0.1101729873
904	0.1100352838
905	0.1097678121
906	0.1095472393
907	0.1092938754
908	0.1090280023
909	0.1087610503
910	0.1085727098
911	0.1084158395
912	0.1081752209
913	0.1079998123
914	0.107828755
915	0.1076808233
916	0.1075154092
917	0.1073281975
918	0.107171421
919	0.1069572911
920	0.1067789344
921	0.1066299016
922	0.1064320669
923	0.1062900257
924	0.1060958123
925	0.105935583
926	0.105770135
927	0.105591358
928	0.1054270149
929	0.1052060507
930	0.1050571941
931	0.1050200569
932	0.1048361174
933	0.1046364358
934	0.1044374725
935	0.1042373494
936	0.1041161253
937	0.103934244
938	0.1038049929
939	0.1036715563
940	0.1035005538
941	0.1032912029
942	0.1031541366
943	0.1029927173
944	0.1028879056
945	0.1026638237
946	0.1025124691
947	0.1023017331
948	0.1021083721
949	0.1019618643
950	0.1018651673
951	0.1017598214
952	0.1016156876
953	0.1014754861
954	0.1012901753
955	0.1011071639
956	0.1009358715
957	0.1008006739
958	0.1005866648
959	0.1004073715
960	0.1002293477
961	0.1000428012
962	0.09984570466
963	0.09966007932
964	0.09950188044
965	0.09929162793
966	0.09907833686
967	0.09899196395
968	0.09880019908
969	0.0986674587
970	0.09853075477
971	0.09837794773
972	0.0982394419
973	0.0981420745
974	0.09799445276
975	0.09783563751
976	0.09773466267
977	0.09754062597
978	0.09752164585
979	0.09731072243
980	0.09713175606
981	0.09704678591
982	0.09692680289
983	0.09687524498
984	0.09668377486
985	0.09649507379
986	0.09629947667
987	0.09618003955
988	0.09610919405
989	0.09588119767
990	0.0956568223
991	0.09545769197
992	0.09530109256
993	0.09513071751
994	0.09495746874
995	0.09479069638
996	0.09463935473
997	0.09452320677
998	0.09439924414
999	0.09433025219
